Title,Price,Availability,Category,Tags,Description
Kyogre,£27.00,136 in stock," Pokemon, Sea Basin"," Drizzle, kyogre, Sea Basin","Kyogre is said to be the personification of the sea itself. Legends tell of its many clashes against Groudon, as each sought to gain the power of nature."
Groudon,£124.00,138 in stock," Continent, Pokemon"," Continent, Drought, groudon","Through Primal Reversion and with nature’s full power, it will take back its true form. It can cause magma to erupt and expand the landmass of the world."
Rayquaza,£97.00,31 in stock," Pokemon, Sky High"," Air Lock, rayquaza, Sky High","It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve."
Jirachi,£111.00,294 in stock," Pokemon, Wish"," jirachi, Serene Grace, Wish",Jirachi will awaken from its sleep of a thousand years if you sing to it in a voice of purity. It is said to make true any wish that people desire.
Turtwig,£101.00,254 in stock," Pokemon, Tiny Leaf"," Overgrow, Tiny Leaf, turtwig","It undertakes photosynthesis with its body, making oxygen. The leaf on its head wilts if it is thirsty."
Grotle,£154.00,187 in stock," Grove, Pokemon"," grotle, Grove, Overgrow",It knows where pure water wells up. It carries fellow Pokémon there on its back.
Torterra,£87.00,146 in stock," Continent, Pokemon"," Continent, Overgrow, torterra",Small Pokémon occasionally gather on its unmoving back to begin building their nests.
Chimchar,£143.00,242 in stock," Chimp, Pokemon"," Blaze, chimchar, Chimp",The gas made in its belly burns from its rear end. The fire burns weakly when it feels sick.
Monferno,£68.00,299 in stock," Playful, Pokemon"," Blaze, monferno, Playful",It uses ceilings and walls to launch aerial attacks. Its fiery tail is but one weapon.
Infernape,£165.00,82 in stock," Flame, Pokemon"," Blaze, Flame, infernape",It tosses its enemies around with agility. It uses all its limbs to fight in its own unique style.
Prinplup,£177.00,52 in stock," Penguin, Pokemon"," Penguin, prinplup, Torrent",It lives a solitary life. Its wings deliver wicked blows that can snap even the thickest of trees.
Empoleon,£42.00,232 in stock," Emperor, Pokemon"," Emperor, empoleon, Torrent",The three horns that extend from its beak attest to its power. The leader has the biggest horns.
Starly,£59.00,110 in stock," Pokemon, Starling"," Keen Eye, Starling, starly","They flock around mountains and fields, chasing after bug Pokémon. Their singing is noisy and annoying."
Staravia,£158.00,263 in stock," Pokemon, Starling"," Intimidate, staravia, Starling",It lives in forests and fields. Squabbles over territory occur when flocks collide.
Staraptor,£42.00,131 in stock," Pokemon, Predator"," Intimidate, Predator, staraptor","When Staravia evolve into Staraptor, they leave the flock to live alone. They have sturdy wings."
Bidoof,£128.00,264 in stock," Plump Mouse, Pokemon"," bidoof, Plump Mouse, Simple",It constantly gnaws on logs and rocks to whittle down its front teeth. It nests alongside water.
Bibarel,£114.00,156 in stock," Beaver, Pokemon"," Beaver, bibarel, Simple",It makes its nest by damming streams with bark and mud. It is known as an industrious worker.
Kricketot,£94.00,137 in stock," Cricket, Pokemon"," Cricket, kricketot, Shed Skin","When its antennae hit each other, it sounds like the music of a xylophone."
Kricketune,£53.00,186 in stock," Cricket, Pokemon"," Cricket, kricketune, Swarm",It signals its emotions with its melodies. Scientists are studying these melodic patterns.
Shinx,£149.00,295 in stock," Flash, Pokemon"," Flash, Intimidate, shinx",All of its fur dazzles if danger is sensed. It flees while the foe is momentarily blinded.
Luxio,£168.00,222 in stock," Pokemon, Spark"," Intimidate, luxio, Spark",Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
Luxray,£43.00,227 in stock," Gleam Eyes, Pokemon"," Gleam Eyes, Intimidate, luxray",Luxray’s ability to see through objects comes in handy when it’s scouting for danger.
Budew,£171.00,62 in stock," Bud, Pokemon"," Bud, budew, Poison Point","Over the winter, it closes its bud and endures the cold. In spring, the bud opens and releases pollen."
Roserade,£155.00,116 in stock," Bouquet, Pokemon"," Bouquet, Poison Point, roserade","With the movements of a dancer, it strikes with whips that are densely lined with poison thorns."
Cranidos,£47.00,98 in stock," Head Butt, Pokemon"," cranidos, Head Butt, Mold Breaker","A lifelong jungle dweller from 100 million years ago, it would snap obstructing trees with headbutts."
Rampardos,£196.00,91 in stock," Head Butt, Pokemon"," Head Butt, Mold Breaker, rampardos",Its skull is as hard as iron. It is a brute that tears down jungle trees while catching prey.
Shieldon,£42.00,284 in stock," Pokemon, Shield"," Shield, shieldon, Sturdy",It was generated from a fossil dug out of a layer of clay that was older than anyone knows. It has a sturdy face.
Bastiodon,£191.00,14 in stock," Pokemon, Shield"," bastiodon, Shield, Sturdy",Any frontal attack is repulsed. It is a docile Pokémon that feeds on grass and berries.
Burmy,£91.00,266 in stock," Bagworm, Pokemon"," Bagworm, burmy, Shed Skin","If its cloak is broken in battle, it quickly remakes the cloak with materials nearby."
Mothim,£177.00,151 in stock," Moth, Pokemon"," Moth, mothim, Swarm",It flutters around at night and steals honey from the Combee hive.
Combee,£111.00,254 in stock," Pokemon, Tiny Bee"," combee, Honey Gather, Tiny Bee","It collects and delivers honey to its colony. At night, they cluster to form a beehive and sleep."
Vespiquen,£104.00,123 in stock," Beehive, Pokemon"," Beehive, Pressure, vespiquen",Its abdomen is a honeycomb for grubs. It raises its grubs on honey collected by Combee.
Pachirisu,£151.00,86 in stock," EleSquirrel, Pokemon"," EleSquirrel, pachirisu, Run Away",A pair may be seen rubbing their cheek pouches together in an effort to share stored electricity.
Buizel,£55.00,62 in stock," Pokemon, Sea Weasel"," buizel, Sea Weasel, Swift Swim",It inflates the flotation sac around its neck and pokes its head out of the water to see what is going on.
Floatzel,£40.00,116 in stock," Pokemon, Sea Weasel"," floatzel, Sea Weasel, Swift Swim",Its flotation sac developed as a result of pursuing aquatic prey. It can double as a rubber raft.
Cherubi,£101.00,127 in stock," Cherry, Pokemon"," Cherry, cherubi, Chlorophyll",It evolves by sucking the energy out of the small ball where it had been storing nutrients.
Cherrim,£161.00,143 in stock," Blossom, Pokemon"," Blossom, cherrim, Flower Gift","If it senses strong sunlight, it opens its folded petals to absorb the sun’s rays with its whole body."
Shellos,£163.00,149 in stock," Pokemon, Sea Slug"," Sea Slug, shellos, Sticky Hold","Its shape and coloration vary, depending on its habitat."
Gastrodon,£148.00,119 in stock," Pokemon, Sea Slug"," gastrodon, Sea Slug, Sticky Hold",It apparently had a huge shell for protection in ancient times. It lives in shallow tidal pools.
Ambipom,£36.00,247 in stock," Long Tail, Pokemon"," ambipom, Long Tail, Pickup","To eat, it deftly shucks nuts with its two tails. It rarely uses its arms now."
Drifloon,£70.00,84 in stock," Balloon, Pokemon"," Aftermath, Balloon, drifloon",These Pokémon are called the “Signpost for Wandering Spirits.” Children holding them sometimes vanish.
Drifblim,£36.00,233 in stock," Blimp, Pokemon"," Aftermath, Blimp, drifblim","It’s drowsy in daytime, but flies off in the evening in big groups. No one knows where they go."
Buneary,£180.00,204 in stock," Pokemon, Rabbit"," buneary, Rabbit, Run Away","When it senses danger, it perks up its ears. On cold nights, it sleeps with its head tucked into its fur."
Lopunny,£123.00,85 in stock," Pokemon, Rabbit"," Cute Charm, lopunny, Rabbit","The ears appear to be delicate. If they are touched roughly, it kicks with its graceful legs."
Mismagius,£38.00,215 in stock," Magical, Pokemon"," Levitate, Magical, mismagius",Its cries sound like incantations to torment the foe. It appears where you least expect it.
Honchkrow,£47.00,56 in stock," Big Boss, Pokemon"," Big Boss, honchkrow, Insomnia","Becoming active at night, it is known to swarm with numerous Murkrow in tow."
Glameow,£39.00,96 in stock," Catty, Pokemon"," Catty, glameow, Limber","When it’s happy, Glameow demonstrates beautiful movements of its tail, like a dancing ribbon."
Purugly,£128.00,158 in stock," Pokemon, Tiger Cat"," Own Tempo, purugly, Tiger Cat","To make itself appear intimidatingly beefy, it tightly cinches its waist with its twin tails."
Stunky,£106.00,12 in stock," Pokemon, Skunk"," Skunk, Stench, stunky",It protects itself by spraying a noxious fluid from its rear. The stench lingers for 24 hours.
Skuntank,£112.00,56 in stock," Pokemon, Skunk"," Skunk, skuntank, Stench",It sprays a stinky fluid from its tail. The fluid smells worse the longer it is allowed to fester.
Bronzong,£110.00,191 in stock," Bronze Bell, Pokemon"," Bronze Bell, bronzong, Levitate",Ancient people believed that petitioning Bronzong for rain was the way to make crops grow.
Bonsly,£106.00,273 in stock," Bonsai, Pokemon"," Bonsai, bonsly, Rock Head",It prefers an arid atmosphere. It leaks water that looks like tears when adjusting its moisture level.
Mime-jr,£170.00,188 in stock," Mime, Pokemon"," Mime, mime-jr, Soundproof","It habitually mimics foes. Once mimicked, the foe cannot take its eyes off this Pokémon."
Happiny,£67.00,270 in stock," Playhouse, Pokemon"," happiny, Natural Cure, Playhouse","It carefully carries a round, white rock that it thinks is an egg. It’s bothered by how curly its hair looks."
Chatot,£78.00,261 in stock," Music Note, Pokemon"," chatot, Keen Eye, Music Note","It can learn and speak human words. If they gather, they all learn the same saying."
Spiritomb,£165.00,51 in stock," Forbidden, Pokemon"," Forbidden, Pressure, spiritomb",It was bound to a fissure in an odd keystone as punishment for misdeeds 500 years ago.
Gible,£194.00,178 in stock," Land Shark, Pokemon"," gible, Land Shark, Sand Veil","It nests in small, horizontal holes in cave walls. It pounces to catch prey that stray too close."
Gabite,£154.00,128 in stock," Cave, Pokemon"," Cave, gabite, Sand Veil","As it digs to expand its nest, it habitually digs up gems that it then hoards in its nest."
Garchomp,£62.00,65 in stock," Mach, Pokemon"," garchomp, Mach, Sand Veil",It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
Munchlax,£190.00,239 in stock," Big Eater, Pokemon"," Big Eater, munchlax, Pickup",It conceals food under the long fur on its body. It carts around this food stash and swallows it without chewing.
Riolu,£70.00,86 in stock," Emanation, Pokemon"," Emanation, Inner Focus, riolu",The aura that emanates from its body intensifies to alert others if it is afraid or sad.
Bulbasaur,£63.00,45 in stock," Pokemon, Seed"," bulbasaur, Overgrow, Seed","Bulbasaur can be seen napping in bright sunlight. There is a seed on its back. By soaking up the sun’s rays, the seed grows progressively larger."
Ivysaur,£87.00,142 in stock," Pokemon, Seed"," ivysaur, Overgrow, Seed","There is a bud on this Pokémon’s back. To support its weight, Ivysaur’s legs and trunk grow thick and strong. If it starts spending more time lying in the sunlight, it’s a sign that the bud will bloom into a large flower soon."
